OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10636,WHITC,5,6/5/1997,6/22/1997,6/15/1997,3,117.25,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10637,HUNGO,8,6/6/1997,6/24/1997,6/13/1997,2,132.85,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10638,WANDK,1,6/7/1997,6/14/1997,6/11/1997,1,18.71,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10639,FOLIG,5,6/8/1997,6/16/1997,6/9/1997,2,116.54,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10640,SPLIR,7,6/8/1997,6/16/1997,6/19/1997,3,62.23,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10641,BLONP,2,6/8/1997,6/16/1997,6/9/1997,2,36.42,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10642,LILAS,8,6/8/1997,6/22/1997,6/16/1997,2,155.18,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10643,BERGS,3,6/12/1997,6/21/1997,6/25/1997,2,58.09,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10644,LACOR,7,6/12/1997,7/1/1997,6/13/1997,3,21.69,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10645,VAFFE,8,6/14/1997,7/3/1997,6/19/1997,2,148.18,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10646,SIMOB,3,6/14/1997,6/30/1997,6/23/1997,2,170.63,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10647,WELLI,3,6/15/1997,7/2/1997,6/29/1997,3,93.46,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10648,WOLZA,8,6/15/1997,7/1/1997,6/25/1997,3,7.17,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10649,BLAUS,7,6/15/1997,7/4/1997,6/17/1997,3,185.4,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10650,BOTTM,3,6/16/1997,6/28/1997,6/20/1997,1,102.59,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10651,LONEP,8,6/16/1997,6/30/1997,6/19/1997,3,184.94,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10652,ALFKI,5,6/17/1997,7/2/1997,6/30/1997,2,57.28,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10653,MAISD,6,6/21/1997,7/6/1997,7/1/1997,1,54.82,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10654,WHITC,5,6/21/1997,7/11/1997,6/24/1997,1,18.99,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10655,MAGAA,9,6/22/1997,7/7/1997,6/28/1997,2,91.61,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10656,WARTH,5,6/22/1997,6/30/1997,6/29/1997,2,136.02,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10657,ISLAT,3,6/22/1997,7/11/1997,7/5/1997,3,9.37,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10658,RATTC,3,6/22/1997,7/1/1997,7/3/1997,3,108.96,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10659,GODOS,7,6/23/1997,7/1/1997,6/24/1997,2,167.9,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10660,VICTE,2,6/27/1997,7/14/1997,7/1/1997,1,9.01,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10661,SIMOB,3,6/28/1997,7/7/1997,6/29/1997,1,131.81,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10662,FISSA,7,6/28/1997,7/16/1997,7/12/1997,1,123.61,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10663,NORTS,3,6/28/1997,7/8/1997,7/10/1997,2,123.6,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10664,OCEAN,7,6/29/1997,7/18/1997,7/4/1997,3,108.11,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10665,OTTIK,1,7/1/1997,7/14/1997,7/3/1997,1,4.73,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10666,SIMOB,1,7/2/1997,7/19/1997,7/5/1997,3,196.74,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10667,FOLIG,3,7/2/1997,7/22/1997,7/16/1997,2,48.07,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10668,CACTU,5,7/5/1997,7/21/1997,7/13/1997,2,75.15,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10669,RICSU,6,7/5/1997,7/24/1997,7/7/1997,1,44.77,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10670,WELLI,5,7/5/1997,7/13/1997,7/14/1997,1,60.97,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10671,BLAUS,5,7/6/1997,7/18/1997,7/20/1997,3,146.22,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10672,ANTON,5,7/6/1997,7/17/1997,7/16/1997,3,195.61,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10673,SIMOB,6,7/6/1997,7/13/1997,7/16/1997,3,113.16,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10674,TOMSP,2,7/6/1997,7/20/1997,7/20/1997,3,173.74,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10675,OLDWO,6,7/7/1997,7/24/1997,7/20/1997,1,147.97,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10676,FAMIA,1,7/7/1997,7/24/1997,7/11/1997,2,18.28,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10677,SIMOB,7,7/8/1997,7/17/1997,7/14/1997,3,84.75,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10678,QUEDE,9,7/8/1997,7/18/1997,7/13/1997,3,199.33,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10679,BLAUS,2,7/9/1997,7/19/1997,7/19/1997,2,132.59,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10680,THECR,1,7/9/1997,7/25/1997,7/16/1997,2,31.53,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10681,BOLID,2,7/9/1997,7/30/1997,7/11/1997,3,165.93,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10682,PICCO,4,7/11/1997,7/18/1997,7/25/1997,3,67.06,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10683,FRANS,6,7/12/1997,7/24/1997,7/15/1997,3,134.36,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10684,SUPRD,4,7/12/1997,8/2/1997,7/14/1997,1,199.46,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10685,DUMON,5,7/13/1997,7/23/1997,7/20/1997,3,93.48,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10686,PARIS,7,7/15/1997,8/5/1997,7/22/1997,2,179.03,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10687,DUMON,4,7/15/1997,7/25/1997,7/25/1997,2,96.16,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10688,DRACD,9,7/16/1997,8/4/1997,7/24/1997,1,122.78,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10689,SPECD,2,7/18/1997,8/1/1997,7/24/1997,2,28.4,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10690,LAMAI,2,7/18/1997,8/2/1997,7/27/1997,1,49.11,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10691,RICAR,2,7/19/1997,8/9/1997,7/28/1997,2,170.38,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10692,BOLID,9,7/20/1997,7/29/1997,8/2/1997,3,117.71,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10693,SPLIR,2,7/20/1997,8/6/1997,7/31/1997,1,117.64,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10694,CENTC,6,7/22/1997,7/29/1997,7/26/1997,3,168,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10695,KOENE,5,7/22/1997,8/8/1997,7/31/1997,2,137.2,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10696,PERIC,9,7/22/1997,8/10/1997,7/31/1997,2,97.87,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10697,DUMON,9,7/23/1997,8/9/1997,7/25/1997,2,131.05,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10698,SAVEA,2,7/23/1997,8/10/1997,7/26/1997,1,188.42,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10699,FAMIA,6,7/24/1997,8/7/1997,7/31/1997,3,74.64,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10700,GROSR,8,7/24/1997,8/5/1997,8/7/1997,2,44.42,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10701,SUPRD,6,7/24/1997,8/6/1997,8/4/1997,1,131.01,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10702,LEHMS,4,7/25/1997,8/8/1997,8/4/1997,2,192.29,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10703,DRACD,5,7/26/1997,8/13/1997,7/31/1997,1,36.36,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10704,TOMSP,3,7/27/1997,8/14/1997,8/7/1997,2,114.25,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10705,LACOR,6,7/28/1997,8/12/1997,8/5/1997,3,53.05,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10706,PARIS,6,7/28/1997,8/17/1997,8/10/1997,3,67.61,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10707,BLONP,7,7/29/1997,8/9/1997,8/7/1997,1,174.3,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10708,RANCH,4,7/30/1997,8/16/1997,8/9/1997,1,182.65,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10709,WARTH,4,7/30/1997,8/18/1997,8/10/1997,2,140.53,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10710,SAVEA,1,7/31/1997,8/9/1997,8/3/1997,3,160.82,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10711,FRANR,9,7/31/1997,8/7/1997,8/1/1997,1,146.4,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10712,WHITC,3,8/1/1997,8/19/1997,8/14/1997,3,145.11,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10713,NORTS,8,8/1/1997,8/16/1997,8/10/1997,2,137.25,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10714,DUMON,6,8/1/1997,8/14/1997,8/7/1997,3,50.31,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10715,HUNGO,9,8/1/1997,8/17/1997,8/8/1997,3,142.61,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10716,MAISD,7,8/2/1997,8/13/1997,8/3/1997,3,156.05,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10717,RANCH,3,8/3/1997,8/22/1997,8/14/1997,1,193,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10718,LAZYK,3,8/3/1997,8/14/1997,8/8/1997,3,17.22,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10719,GALED,4,8/3/1997,8/12/1997,8/4/1997,3,129.83,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10720,SPECD,1,8/6/1997,8/22/1997,8/19/1997,1,76.7,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10721,WELLI,7,8/12/1997,8/19/1997,8/20/1997,2,85.91,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10722,THECR,1,8/13/1997,8/20/1997,8/18/1997,2,149.29,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10723,KOENE,6,8/13/1997,8/21/1997,8/23/1997,1,65.2,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10724,SUPRD,2,8/14/1997,8/24/1997,8/26/1997,3,138.43,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10725,LINOD,9,8/14/1997,9/2/1997,8/28/1997,2,18.97,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10726,GREAL,5,8/15/1997,9/1/1997,8/21/1997,1,192.14,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10727,GODOS,2,8/15/1997,8/24/1997,8/27/1997,3,89.87,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10728,PARIS,6,8/16/1997,9/2/1997,8/27/1997,2,180.02,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10729,MORGK,7,8/17/1997,9/3/1997,8/23/1997,3,117.63,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10730,DUMON,3,8/18/1997,8/26/1997,8/29/1997,1,96.01,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10731,WHITC,6,8/19/1997,9/1/1997,8/20/1997,3,48.28,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10732,WHITC,5,8/20/1997,9/7/1997,8/29/1997,2,187.33,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10733,VINET,1,8/21/1997,9/5/1997,9/4/1997,2,174,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10734,FURIB,4,8/21/1997,9/2/1997,8/23/1997,2,133,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10735,GOURL,3,8/24/1997,9/11/1997,9/3/1997,1,173.06,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10736,WHITC,4,8/24/1997,9/8/1997,9/1/1997,3,95.74,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10737,QUEEN,8,8/24/1997,9/14/1997,9/4/1997,2,130.46,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10738,OCEAN,8,8/25/1997,9/9/1997,8/31/1997,2,13.39,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10739,PRINI,2,8/25/1997,9/4/1997,8/27/1997,3,189.47,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10740,SAVEA,5,8/26/1997,9/8/1997,9/1/1997,2,26.33,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10741,ISLAT,8,8/26/1997,9/13/1997,9/3/1997,2,7.5,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10742,SPECD,8,8/28/1997,9/10/1997,9/2/1997,1,122.18,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10743,HUNGC,9,8/29/1997,9/5/1997,8/30/1997,2,107.61,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10744,HANAR,2,8/29/1997,9/5/1997,9/6/1997,1,131.34,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10745,NORTS,6,8/30/1997,9/8/1997,8/31/1997,3,160.64,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10746,DUMON,9,8/30/1997,9/14/1997,9/6/1997,2,78.3,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10747,BONAP,4,8/30/1997,9/19/1997,9/2/1997,1,141.73,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10748,ANATR,9,8/30/1997,9/14/1997,9/5/1997,2,140.46,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10749,LINOD,9,8/31/1997,9/10/1997,9/1/1997,2,124.9,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10750,MORGK,8,8/31/1997,9/20/1997,9/6/1997,1,83.78,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10751,SAVEA,4,8/31/1997,9/16/1997,9/13/1997,2,13.14,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10752,QUEEN,9,8/31/1997,9/19/1997,9/9/1997,3,36.57,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10753,LONEP,9,9/1/1997,9/14/1997,9/2/1997,1,47.92,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10754,HUNGO,9,9/4/1997,9/22/1997,9/15/1997,2,175.62,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10755,NORTS,4,9/5/1997,9/18/1997,9/8/1997,3,100.86,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10756,WILMK,6,9/5/1997,9/12/1997,9/14/1997,3,179.2,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10757,EASTC,3,9/6/1997,9/19/1997,9/8/1997,3,113.75,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10758,LINOD,6,9/6/1997,9/25/1997,9/18/1997,2,171.01,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10759,LONEP,6,9/7/1997,9/28/1997,9/20/1997,2,52.85,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10760,ROMEY,9,9/8/1997,9/17/1997,9/16/1997,2,144.39,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10761,HUNGO,1,9/10/1997,10/1/1997,9/24/1997,2,120.48,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10762,SANTG,2,9/10/1997,9/28/1997,9/16/1997,1,198.83,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10763,WHITC,9,9/10/1997,9/24/1997,9/13/1997,1,183.91,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10764,GREAL,4,9/11/1997,9/24/1997,9/20/1997,1,92.66,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10765,ROMEY,4,9/11/1997,9/19/1997,9/25/1997,3,165.92,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10766,LILAS,6,9/12/1997,9/27/1997,9/24/1997,2,140.87,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10767,PERIC,9,9/13/1997,10/4/1997,9/27/1997,3,179.54,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10768,HANAR,5,9/13/1997,9/29/1997,9/24/1997,2,171.14,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10769,PRINI,7,9/18/1997,10/1/1997,9/24/1997,1,172.9,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10770,LINOD,5,9/18/1997,10/9/1997,9/21/1997,2,153.01,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10771,PERIC,4,9/19/1997,9/26/1997,9/26/1997,2,118.85,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10772,CONSH,1,9/20/1997,10/11/1997,9/29/1997,2,104.1,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10773,SIMOB,6,9/21/1997,10/10/1997,10/2/1997,1,195.49,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10774,QUICK,6,9/21/1997,9/30/1997,10/2/1997,1,72.49,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10775,QUEEN,5,9/22/1997,10/5/1997,9/27/1997,2,156.75,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10776,THEBI,3,9/22/1997,10/12/1997,9/26/1997,3,52.32,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10777,WELLI,2,9/22/1997,10/12/1997,10/3/1997,2,31.6,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10778,MAISD,2,9/23/1997,10/8/1997,10/3/1997,1,180,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10779,PERIC,4,9/24/1997,10/15/1997,9/26/1997,1,177.04,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10780,VICTE,8,9/24/1997,10/11/1997,10/7/1997,3,64.14,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10781,GOURL,2,9/25/1997,10/4/1997,9/26/1997,2,155.92,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10782,BOLID,4,9/26/1997,10/11/1997,9/30/1997,2,28.89,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10783,FRANS,4,9/26/1997,10/4/1997,10/10/1997,3,162.33,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10784,MAGAA,5,9/28/1997,10/17/1997,10/6/1997,2,101.08,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10785,CHOPS,7,9/28/1997,10/8/1997,10/7/1997,3,147.46,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10786,FRANR,7,9/28/1997,10/5/1997,10/6/1997,1,199.14,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10787,SPLIR,4,9/29/1997,10/16/1997,10/1/1997,3,98.28,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10788,SIMOB,2,10/1/1997,10/10/1997,10/9/1997,1,7.14,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10789,CENTC,6,10/2/1997,10/22/1997,10/6/1997,2,196.2,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10790,WANDK,6,10/2/1997,10/21/1997,10/4/1997,1,70.14,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10791,WHITC,5,10/3/1997,10/19/1997,10/7/1997,2,183.38,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10792,DRACD,8,10/3/1997,10/10/1997,10/16/1997,2,103.14,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10793,TOMSP,6,10/4/1997,10/22/1997,10/5/1997,2,199.63,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10794,ROMEY,7,10/6/1997,10/20/1997,10/16/1997,3,101.82,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10795,LINOD,5,10/7/1997,10/19/1997,10/19/1997,3,72.7,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10796,BSBEV,6,10/8/1997,10/27/1997,10/10/1997,1,101.41,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10797,SAVEA,6,10/8/1997,10/18/1997,10/16/1997,2,188.29,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10798,SPECD,3,10/8/1997,10/24/1997,10/11/1997,1,137.52,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10799,CONSH,5,10/9/1997,10/23/1997,10/14/1997,3,18.99,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10800,BLAUS,5,10/10/1997,10/18/1997,10/16/1997,1,162.23,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10801,VAFFE,4,10/12/1997,10/29/1997,10/14/1997,1,128.26,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10802,CACTU,1,10/12/1997,10/24/1997,10/20/1997,2,146.46,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10803,HANAR,1,10/12/1997,10/28/1997,10/19/1997,3,35.83,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10804,ANATR,2,10/15/1997,11/5/1997,10/21/1997,3,92.2,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10805,BLONP,6,10/15/1997,10/25/1997,10/19/1997,2,11.06,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10806,RICSU,8,10/15/1997,10/26/1997,10/17/1997,2,193.22,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10807,TOMSP,5,10/15/1997,10/24/1997,10/25/1997,3,118.44,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10808,GREAL,3,10/16/1997,10/27/1997,10/19/1997,3,149.25,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10809,RATTC,2,10/16/1997,10/24/1997,10/28/1997,2,27.57,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10810,LILAS,9,10/17/1997,10/29/1997,10/26/1997,3,135.5,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10811,CACTU,6,10/18/1997,11/5/1997,11/1/1997,1,87.91,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10812,QUEEN,1,10/18/1997,11/7/1997,10/28/1997,1,24.14,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10813,MAGAA,5,10/19/1997,10/26/1997,10/22/1997,2,66.14,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10814,GALED,9,10/20/1997,10/31/1997,10/27/1997,1,137.24,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10815,PERIC,1,10/20/1997,11/4/1997,10/30/1997,3,181.9,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10816,TRADH,7,10/20/1997,11/8/1997,10/24/1997,3,37.71,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10817,BLONP,8,10/21/1997,10/29/1997,11/4/1997,3,173.41,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10818,WELLI,2,10/22/1997,11/4/1997,10/31/1997,2,7.08,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10819,FAMIA,9,10/23/1997,11/9/1997,10/28/1997,2,15.7,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10820,LAUGB,5,10/23/1997,11/3/1997,11/6/1997,2,18.19,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10821,ROMEY,2,10/24/1997,11/6/1997,10/30/1997,1,72.3,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10822,TORTU,6,10/27/1997,11/7/1997,11/9/1997,3,138.85,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10823,LAUGB,6,10/28/1997,11/10/1997,11/3/1997,1,134.36,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10824,WOLZA,1,10/29/1997,11/18/1997,11/12/1997,1,28.48,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10825,CACTU,5,10/29/1997,11/19/1997,11/6/1997,2,128.73,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
10826,GALED,3,10/29/1997,11/12/1997,11/12/1997,3,166.24,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10827,FOLKO,6,10/29/1997,11/10/1997,11/8/1997,1,100.26,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10828,ALFKI,3,10/30/1997,11/16/1997,11/1/1997,1,192.94,Ship Co 1,123 Shipping Blvd,Port City,,12345,Shipper Land
10829,FOLKO,7,10/30/1997,11/10/1997,10/31/1997,3,154.03,Ship Co 3,123 Shipping Blvd,Port City,,12345,Shipper Land
10830,PRINI,4,10/31/1997,11/8/1997,11/11/1997,2,140.19,Ship Co 2,123 Shipping Blvd,Port City,,12345,Shipper Land
